Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: navy_transport_reinforce_cost_modifier, Categories: Country, , All, 
Tag: navy_transport_maintenance_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_vassal_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_samanta_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_maha_samanta_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_pradhana_maha_samanta_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_march_cost_modifier, Categories: Country, , All, 
Tag: hanseatic_member_cost_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_trade_company_cost_modifier, Categories: Country, , All, 
Tag: subject_pays_pronoia_cost_modifier, Categories: Country, , All, 
Tag: rank_empire_upgrade_cost_modifier, Categories: Country, , All, 
Tag: rank_kingdom_upgrade_cost_modifier, Categories: Country, , All, 
Tag: rank_duchy_upgrade_cost_modifier, Categories: Country, , All, 
Tag: can_grant_town_rights, Categories: Country, , All, 
Tag: local_possible_town_rights, Categories: Location, , All, 
Tag: capital_possible_town_rights, Categories: Country, , All, 
Tag: allow_open_sea_exploration, Categories: Country, , All, 
Tag: may_explore, Categories: Country, , All, 
Tag: may_not_take_land_in_peace_treaties, Categories: Country, , All, 
Tag: exploration_maintenance_efficiency, Categories: Country, , All, 
Tag: exploration_mission_speed, Categories: Country, , All, 
Tag: exploration_mission_speed_modifier, Categories: Country, , All, 
Tag: exploration_preparation_time_modifier, Categories: Country, , All, 
Tag: character_mil_child_education, Categories: Character, , All, 
Tag: character_dip_child_education, Categories: Character, , All, 
Tag: character_adm_child_education, Categories: Character, , All, 
Tag: character_child_education, Categories: Character, , All, 
Tag: country_child_education, Categories: Country, , All, 
Tag: can_hire_privateers, Categories: Country, , All, 
Tag: allow_subjects, Categories: Country, , All, 
Tag: force_convert_created_subjects, Categories: Country, , All, 
Tag: disallow_migration_beyond_borders, Categories: Country, , All, 
Tag: disallow_diplomatic_subjugation, Categories: Country, , All, 
Tag: disallow_military_subjugation, Categories: Country, , All, 
Tag: has_cultural_maintenance, Categories: Country, , All, 
Tag: has_stability_investment, Categories: Country, , All, 
Tag: has_codified_laws, Categories: Country, , All, 
Tag: has_road_building, Categories: Country, , All, 
Tag: can_build_cities, Categories: Country, , All, 
Tag: can_host_olympiads, Categories: Country, , All, 
Tag: enable_taxation, Categories: Country, , All, 
Tag: privateer_durability, Categories: Country, , All, 
Tag: num_bailiffs, Categories: Country, , All, 
Tag: num_local_governors, Categories: Country, , All, 
Tag: num_naval_governors, Categories: Country, , All, 
Tag: election_term_in_months, Categories: Country, , All, 
Tag: subject_not_obligated_to_join_war, Categories: Country, , All, 
Tag: own_coast_naval_combat_bonus, Categories: Unit, , All, 
Tag: gender_equality, Categories: Country, , All, 
Tag: cultures_capacity, Categories: Country, , All, 
Tag: cultures_capacity_modifier, Categories: Country, , All, 
Tag: food_purchase_efficiency, Categories: Country, , All, 
Tag: diplomatic_annexation_efficiency, Categories: Country, , All, 
Tag: hostile_diplomatic_annexation_efficiency, Categories: Country, , All, 
Tag: merchant_maintenance_efficiency, Categories: Country, , All, 
Tag: monthly_reform_desire, Categories: Religion, , All, 
Tag: global_peasant_enfranchisment, Categories: Country, , All, 
Tag: local_peasant_enfranchisment, Categories: Location, , All, 
Tag: global_max_rgo_size_modifier, Categories: Country, , All, 
Tag: local_max_rgo_size_modifier, Categories: Location, , All, 
Tag: global_max_rgo_size_modifier_in_rural, Categories: Country, , All, 
Tag: global_max_rgo_size_modifier_in_non_rural, Categories: Country, , All, 
Tag: local_max_rgo_size, Categories: Location, , All, 
Tag: gives_cardinal, Categories: Location, , All, 
Tag: blocked_from_cabinet, Categories: Character, , All, 
Tag: cannot_be_removed_from_from_cabinet, Categories: Character, , All, 
Tag: monthly_religious_influence, Categories: Country, , All, 
Tag: monthly_purity, Categories: Country, , All, 
Tag: monthly_honor, Categories: Country, , All, 
Tag: monthly_yanantin, Categories: Country, , All, 
Tag: monthly_complacency, Categories: Country, , All, 
Tag: has_complacency_effects, Categories: Country, , All, 
Tag: allow_righteousness, Categories: Country, , All, 
Tag: monthly_righteousness, Categories: Country, , All, 
Tag: allow_harmony, Categories: Country, , All, 
Tag: harmony_stability, Categories: Country, , All, 
Tag: monthly_harmony, Categories: Country, , All, 
Tag: allow_self_control, Categories: Country, , All, 
Tag: monthly_self_control, Categories: Country, , All, 
Tag: allow_smartism_gods, Categories: Country, , All, 
Tag: monthly_doom, Categories: Country, , All, 
Tag: monthly_karma, Categories: Country, , All, 
Tag: monthly_karma_decay, Categories: Country, , All, 
Tag: number_of_allowed_religious_figures, Categories: Country, , All, 
Tag: number_of_allowed_avatars, Categories: Country, , All, 
Tag: tax_income_efficiency, Categories: Country, , All, 
Tag: global_sailors_modifier, Categories: Country, , All, 
Tag: global_manpower_modifier, Categories: Country, , All, 
Tag: max_sailors, Categories: Country, , All, 
Tag: max_manpower, Categories: Country, , All, 
Tag: local_sailors_modifier, Categories: Location, , All, 
Tag: local_manpower_modifier, Categories: Location, , All, 
Tag: free_building_levels, Categories: Location, , All, 
Tag: global_build_buildings_efficiency, Categories: Country, , All, 
Tag: global_fort_build_buildings_efficiency, Categories: Country, , All, 
Tag: global_port_build_buildings_efficiency, Categories: Country, , All, 
Tag: local_port_build_buildings_efficiency, Categories: Location, , All, 
Tag: global_urban_build_buildings_efficiency, Categories: Country, , All, 
Tag: global_rural_build_buildings_efficiency, Categories: Country, , All, 
Tag: global_mills_build_buildings_efficiency, Categories: Country, , All, 
Tag: local_mills_build_buildings_efficiency, Categories: Location, , All, 
Tag: local_build_buildings_efficiency, Categories: Location, , All, 
Tag: local_build_new_buildings_efficiency, Categories: Location, , All, 
Tag: combined_arms_max_threshold, Categories: Unit, , All, 
Tag: combined_arms_min_percent_for_bonus, Categories: Unit, , All, 
Tag: combined_bonus_per_type, Categories: Unit, , All, 
Tag: army_weight_modifier, Categories: Unit, , All, 
Tag: navy_weight_modifier, Categories: Unit, , All, 
Tag: monthly_experience_gain, Categories: Unit, , All, 
Tag: experience_decay, Categories: Unit, , All, 
Tag: land_morale, Categories: Unit, , All, 
Tag: land_morale_modifier, Categories: Unit, , All, 
Tag: naval_morale, Categories: Unit, , All, 
Tag: naval_morale_modifier, Categories: Unit, , All, 
Tag: max_war_exhaustion, Categories: Country, , All, 
Tag: force_army_maintenance, Categories: Unit, , All, 
Tag: army_maintenance_efficiency, Categories: Unit, , All, 
Tag: navy_maintenance_efficiency, Categories: Unit, , All, 
Tag: mercenary_maintenance_efficiency, Categories: Country, , All, 
Tag: army_reinforce_efficiency, Categories: Unit, , All, 
Tag: navy_repair_efficiency, Categories: Unit, , All, 
Tag: land_morale_attrition_cost, Categories: Unit, , All, 
Tag: naval_morale_attrition_cost, Categories: Unit, , All, 
Tag: land_morale_movement_cost, Categories: Unit, , All, 
Tag: naval_morale_movement_cost, Categories: Unit, , All, 
Tag: morale_recovery_in_friendly, Categories: Unit, , All, 
Tag: land_morale_recovery, Categories: Unit, , All, 
Tag: naval_morale_recovery, Categories: Unit, , All, 
Tag: land_unit_attrition, Categories: Unit, , All, 
Tag: naval_unit_attrition, Categories: Unit, , All, 
Tag: movement_cost, Categories: Location, , All, 
Tag: hostile_movement_cost, Categories: Location, , All, 
Tag: friendly_movement_cost, Categories: Location, , All, 
Tag: army_movement_speed, Categories: Unit, , All, 
Tag: army_disembark_speed, Categories: Unit, , All, 
Tag: navy_movement_speed, Categories: Unit, , All, 
Tag: movement_speed_if_no_road, Categories: Unit, , All, 
Tag: fort_level, Categories: Location, , All, 
Tag: minimum_fort_level, Categories: Location, , All, 
Tag: ignore_zone_of_control, Categories: Country, , All, 
Tag: propagating_zone_of_control, Categories: Location, , All, 
Tag: regiment_reinforcement_speed, Categories: Unit, , All, 
Tag: local_repair_speed, Categories: Location, , All, 
Tag: ship_repair_at_sea, Categories: Unit, , All, 
Tag: ship_repair_at_sea_to_max_strength, Categories: Unit, , All, 
Tag: cultural_tradition, Categories: Country, , All, 
Tag: cultural_tradition_modifier, Categories: Country, , All, 
Tag: local_cultural_tradition, Categories: Location, , All, 
Tag: cultural_influence, Categories: Country, , All, 
Tag: cultural_influence_modifier, Categories: Country, , All, 
Tag: local_cultural_influence, Categories: Location, , All, 
Tag: stability_investment, Categories: Country, , All, 
Tag: stability_decay, Categories: Country, , All, 
Tag: monthly_war_exhaustion, Categories: Country, , All, 
Tag: monthly_inflation, Categories: Country, , All, 
Tag: local_pop_promotion_speed_scaled, Categories: Location, , All, 
Tag: local_pop_promotion_speed, Categories: Location, , All, 
Tag: global_pop_promotion_speed, Categories: Country, , All, 
Tag: local_pop_promotion_speed_modifier, Categories: Location, , All, 
Tag: global_pop_promotion_speed_modifier, Categories: Country, , All, 
Tag: local_pop_demotion_speed, Categories: Location, , All, 
Tag: global_pop_demotion_speed, Categories: Country, , All, 
Tag: local_pop_demotion_speed_modifier, Categories: Location, , All, 
Tag: global_pop_demotion_speed_modifier, Categories: Country, , All, 
Tag: local_migration_attraction, Categories: Location, , All, 
Tag: local_migration_speed, Categories: Location, , All, 
Tag: global_migration_speed, Categories: Country, , All, 
Tag: local_migration_speed_modifier, Categories: Location, , All, 
Tag: global_migration_speed_modifier, Categories: Country, , All, 
Tag: local_pop_conversion_speed, Categories: Location, , All, 
Tag: global_pop_conversion_speed, Categories: Country, , All, 
Tag: local_pop_conversion_speed_modifier, Categories: Location, , All, 
Tag: global_pop_conversion_speed_modifier, Categories: Country, , All, 
Tag: global_heretic_pop_conversion_speed_modifier, Categories: Country, , All, 
Tag: local_heretic_pop_conversion_speed_modifier, Categories: Location, , All, 
Tag: global_heathen_pop_conversion_speed_modifier, Categories: Country, , All, 
Tag: local_heathen_pop_conversion_speed_modifier, Categories: Location, , All, 
Tag: local_pop_assimilation_speed, Categories: Location, , All, 
Tag: global_pop_assimilation_speed, Categories: Country, , All, 
Tag: local_pop_assimilation_speed_modifier, Categories: Location, , All, 
Tag: global_pop_assimilation_speed_modifier, Categories: Country, , All, 
Tag: local_raw_material_output, Categories: Location, , All, 
Tag: global_raw_material_output, Categories: Country, , All, 
Tag: raw_material_in_province_impact, Categories: Country, , All, 
Tag: local_monthly_prosperity, Categories: Location, , All, 
Tag: local_monthly_development, Categories: Location, , All, 
Tag: global_monthly_prosperity, Categories: Country, , All, 
Tag: global_non_rural_monthly_prosperity, Categories: Country, , All, 
Tag: global_monthly_development, Categories: Country, , All, 
Tag: global_non_rural_monthly_development, Categories: Country, , All, 
Tag: power_projection, Categories: Country, , All, 
Tag: local_max_control, Categories: Location, , All, 
Tag: global_max_control, Categories: Country, , All, 
Tag: local_max_rural_control, Categories: Location, , All, 
Tag: global_max_rural_control, Categories: Country, , All, 
Tag: local_max_urban_control, Categories: Location, , All, 
Tag: global_max_urban_control, Categories: Country, , All, 
Tag: local_monthly_control, Categories: Location, , All, 
Tag: global_monthly_control, Categories: Country, , All, 
Tag: local_monthly_rural_control, Categories: Location, , All, 
Tag: global_monthly_rural_control, Categories: Country, , All, 
Tag: local_monthly_urban_control, Categories: Location, , All, 
Tag: global_monthly_urban_control, Categories: Country, , All, 
Tag: local_monthly_control_decline, Categories: Location, , All, 
Tag: global_monthly_control_decline, Categories: Country, , All, 
Tag: local_rgo_build_time, Categories: Location, , All, 
Tag: global_rgo_build_time, Categories: Country, , All, 
Tag: lack_of_control_impact_on_warscore, Categories: Country, , All, 
Tag: building_owner_maritime_presence, Categories: Location, , All, 
Tag: local_maritime_presence, Categories: Location, , All, 
Tag: global_maritime_presence_modifier, Categories: Unit, , All, 
Tag: global_maritime_presence_decay, Categories: Country, , All, 
Tag: port_cost_distance_from_capital, Categories: Country, , All, 
Tag: sea_cost_on_distance_from_capital_when_maritime, Categories: Country, , All, 
Tag: sea_cost_on_distance_from_capital, Categories: Country, , All, 
Tag: road_cost_on_distance_from_capital, Categories: Country, , All, 
Tag: land_cost_on_distance_from_capital, Categories: Country, , All, 
Tag: land_cost_on_distance_from_capital_speed_propagation, Categories: Country, , All, 
Tag: land_cost_going_upstream, Categories: Country, , All, 
Tag: land_cost_going_downstream, Categories: Country, , All, 
Tag: land_cost_on_frozen_water, Categories: Country, , All, 
Tag: grant_town_rights_cost_modifier, Categories: Country, , All, 
Tag: revoke_town_rights_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_1_traditions_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_2_renaissance_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_3_discovery_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_4_reformation_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_5_absolutism_cost_modifier, Categories: Country, , All, 
Tag: p_building_age_6_revolutions_cost_modifier, Categories: Country, , All, 
Tag: p_expensive_building_age_1_traditions_cost_modifier, Categories: Country, , All, 
Tag: p_expensive_building_age_2_renaissance_cost_modifier, Categories: Country, , All, 
Tag: p_expensive_building_age_3_discovery_cost_modifier, Categories: Country, , All, 
Tag: p_expensive_building_age_4_reformation_cost_modifier, Categories: Country, , All, 
Tag: p_expensive_building_age_5_absolutism_cost_modifier, Categories: Country, , All, 
